FECHA;INDICATIVO;NOMBRE;PROVINCIA;ALTITUD;TMEDIA;PRECIPITACION;TMIN;HORATMIN;TMAX;HORATMAX;DIR;VELMEDIA;RACHA;HORARACHA;SOL;PRESMAX;HORAPRESMAX;PRESMIN;HORAPRESMIN
01/01/2015;8178D;ALBACETE;ALBACETE;676;4.4;0;-3.5;6:50;12.4;14:30;2;0.3;3.9;13:00;;956.9;24;951.3;0
02/01/2015;8178D;ALBACETE;ALBACETE;676;5.6;0;-2.9;7:30;14.1;15:20;30;0.3;3.9;11:20;;959.2;24;956.6;5
03/01/2015;8178D;ALBACETE;ALBACETE;676;7.4;0;-2.2;7:00;16.9;15:20;30;0.8;5.6;18:00;;959.6;10;956.8;24
04/01/2015;8178D;ALBACETE;ALBACETE;676;8.2;0;-1.2;7:10;17.5;14:50;27;0.6;4.7;13:50;;956.8;0;952.3;Varias
05/01/2015;8178D;ALBACETE;ALBACETE;676;8.6;0;-1.3;6:10;18.4;15:32;19;0;4.2;11:50;;952.3;0;948.6;Varias
06/01/2015;8178D;ALBACETE;ALBACETE;676;6.8;0;-0.7;5:50;14.4;14:30;30;1.1;5.3;13:00;;949.4;24;946.3;15
07/01/2015;8178D;ALBACETE;ALBACETE;676;5.1;0;-2.6;6:40;12.8;14:19;6;0.3;3.9;12:05;8;954.1;24;949.4;Varias
08/01/2015;8178D;ALBACETE;ALBACETE;676;5.8;0;-2.3;7:40;13.9;15:16;20;0.3;3.9;23:32;7.6;961.4;24;954.1;0
09/01/2015;8178D;ALBACETE;ALBACETE;676;6.3;0;-3.3;5:46;15.9;14:39;36;0;4.2;14:30;8.8;963.7;8;959.2;14
10/01/2015;8178D;ALBACETE;ALBACETE;676;8.8;0;-1.9;7:20;19.5;15:04;30;0.6;3.3;15:40;9;961;0;952.6;24
11/01/2015;8178D;ALBACETE;ALBACETE;676;8.1;0;-1.1;3:00;17.3;14:50;30;0.3;5.3;11:51;8.8;954.5;24;950.7;14
12/01/2015;8178D;ALBACETE;ALBACETE;676;7.4;0;0;8:00;14.8;13:52;2;0.8;7.5;21:36;6.9;955.5;10;950.2;0
13/01/2015;8178D;ALBACETE;ALBACETE;676;10.1;0;2.6;8:00;17.6;14:37;2;0.3;4.7;0:40;8.9;950.2;0;946.5;16
14/01/2015;8178D;ALBACETE;ALBACETE;676;8.5;0;0.3;5:40;16.7;14:25;30;0.3;3.9;14:07;8.4;950.7;10;946.5;15
15/01/2015;8178D;ALBACETE;ALBACETE;676;8.8;0.1;0.7;4:00;16.8;13:47;29;1.7;11.4;Varias;8.7;946.5;0;936.2;24
16/01/2015;8178D;ALBACETE;ALBACETE;676;6.5;0;2.8;23:59;10.2;5:30;27;3.9;12.8;13:10;5.8;943.3;24;933.6;4
17/01/2015;8178D;ALBACETE;ALBACETE;676;4;0;-1.4;7:40;9.3;14:40;31;2.2;9.2;12:30;;945.3;11;943.3;0
18/01/2015;8178D;ALBACETE;ALBACETE;676;0.9;4.8;-4.3;7:00;6.1;14:00;;0.3;;;;943.4;0;929.5;24
19/01/2015;8178D;ALBACETE;ALBACETE;676;4;1.9;0.7;23:59;7.4;16:00;;0.6;;;1.1;935;24;927.9;4
20/01/2015;8178D;ALBACETE;ALBACETE;676;4.1;0;-0.2;5:42;8.4;13:08;29;1.9;9.2;12:01;7.3;935;0;931.2;16
21/01/2015;8178D;ALBACETE;ALBACETE;676;3.7;Ip;-0.8;5:27;8.2;13:20;27;2.5;11.1;16:58;2.7;934.2;11;931.3;16
22/01/2015;8178D;ALBACETE;ALBACETE;676;3.5;0;0.9;7:50;6.1;15:42;30;2.8;10.3;10:22;1;941.1;24;932.4;0
23/01/2015;8178D;ALBACETE;ALBACETE;676;4.4;0;-0.4;5:19;9.3;14:30;31;2.8;11.1;12:10;9.3;945.1;24;941.1;0
24/01/2015;8178D;ALBACETE;ALBACETE;676;4.2;0;-2.4;7:40;10.8;15:40;30;1.4;8.1;22:40;9.3;947.5;11;945;Varias
25/01/2015;8178D;ALBACETE;ALBACETE;676;7.9;0;2.1;8:10;13.7;15:32;30;1.9;11.9;4:58;9.3;947.6;10;944.3;16
26/01/2015;8178D;ALBACETE;ALBACETE;676;6;0;-1.2;5:50;13.3;15:33;29;0.8;5.8;13:54;9;949.2;11;947.1;0
27/01/2015;8178D;ALBACETE;ALBACETE;676;6.7;0;-0.4;7:19;13.8;14:57;31;1.9;10;17:22;9.3;949.4;10;945.4;17
28/01/2015;8178D;ALBACETE;ALBACETE;676;8;0;1.2;7:40;14.7;14:51;28;2.8;9.2;15:16;9.3;946.6;10;943.4;15
29/01/2015;8178D;ALBACETE;ALBACETE;676;6.6;0;0.2;7:41;13.1;Varias;27;3.3;16.9;23:59;7.8;943.4;0;930.7;24
30/01/2015;8178D;ALBACETE;ALBACETE;676;12.1;7.8;9.9;3:40;14.3;Varias;28;7.2;21.4;13:56;6.6;930.7;Varias;919.5;24
31/01/2015;8178D;ALBACETE;ALBACETE;676;7.2;2.8;2;23:40;12.4;0:40;29;3.6;18.3;1:20;;930.6;24;916.4;5
01/02/2015;8178D;ALBACETE;ALBACETE;676;4.4;0;0.9;5:00;7.9;15:20;30;3.9;14.4;10:30;;937.4;24;930.6;0
02/02/2015;8178D;ALBACETE;ALBACETE;676;3.2;0.5;0;5:43;6.5;12:34;27;2.5;11.9;12:20;2.6;937.4;0;927.6;24
03/02/2015;8178D;ALBACETE;ALBACETE;676;6.7;7.9;3;23:50;10.4;14:51;99;5;16.1;Varias;8.2;929.8;11;921.8;24
04/02/2015;8178D;ALBACETE;ALBACETE;676;2.2;0.8;-0.8;19:40;5.2;14:43;30;3.3;14.2;23:40;5.5;929.8;21;920.7;3
05/02/2015;8178D;ALBACETE;ALBACETE;676;1.8;0;-1.7;4:25;5.4;Varias;28;3.9;21.7;1:50;9;935;21;928.7;2
06/02/2015;8178D;ALBACETE;ALBACETE;676;2.2;0;-1.7;6:45;6.1;14:05;28;2.2;12.2;9:50;4.8;935.5;24;932.9;15
07/02/2015;8178D;ALBACETE;ALBACETE;676;1;0;-3;5:40;5;13:30;6;0.3;3.3;15:00;2.9;943.6;24;935.5;0
08/02/2015;8178D;ALBACETE;ALBACETE;676;2.1;0;-5;6:10;9.2;15:20;29;0.6;4.7;15:00;7.9;944.6;11;941.7;Varias
09/02/2015;8178D;ALBACETE;ALBACETE;676;1.8;0;-3.9;6:30;7.6;13:03;99;1.4;8.6;Varias;1.8;946.7;21;941.8;0
10/02/2015;8178D;ALBACETE;ALBACETE;676;4;0.2;0;3:00;8.1;13:31;1;0.6;6.1;11:11;1;946.4;0;943.7;17
11/02/2015;8178D;ALBACETE;ALBACETE;676;7.8;0.9;3.1;7:30;12.4;15:06;5;1.1;7.2;14:37;3.4;944;0;940.9;16
12/02/2015;8178D;ALBACETE;ALBACETE;676;6.4;0.2;5;23:59;7.9;12:39;6;1.1;6.7;11:51;0.2;944.4;22;940.3;3
13/02/2015;8178D;ALBACETE;ALBACETE;676;6;0;0;5:33;12;16:30;27;0.6;6.7;16:30;5.2;945.7;10;943.2;17
14/02/2015;8178D;ALBACETE;ALBACETE;676;8.8;1.1;4.9;3:30;12.6;14:29;28;3.9;14.2;12:39;;943.6;0;937.4;24
15/02/2015;8178D;ALBACETE;ALBACETE;676;9.4;0;7.2;2:50;11.5;Varias;29;3.3;11.7;10:00;;939.9;24;933.5;5
16/02/2015;8178D;ALBACETE;ALBACETE;676;9.5;6.2;6;6:50;13;Varias;27;2.5;9.7;15:20;6.4;941.7;11;939.9;0
17/02/2015;8178D;ALBACETE;ALBACETE;676;7.2;0.4;5.1;7:40;9.3;14:30;36;1.9;10;4:50;1;950.8;24;939.9;4
18/02/2015;8178D;ALBACETE;ALBACETE;676;6.4;0;2.7;23:59;10;14:14;7;1.7;8.6;15:31;3.7;952.7;22;950;Varias
19/02/2015;8178D;ALBACETE;ALBACETE;676;4.6;0;1;23:59;8.3;15:49;1;1.7;8.6;11:59;3.5;952.5;0;948.2;24
20/02/2015;8178D;ALBACETE;ALBACETE;676;6.4;Ip;-0.2;2:45;13;15:36;28;0.3;4.4;16:10;5.6;948.2;0;937;24
21/02/2015;8178D;ALBACETE;ALBACETE;676;6.6;1.1;2.9;23:59;10.2;13:50;28;1.4;11.9;11:00;1.6;937;0;929.8;14
22/02/2015;8178D;ALBACETE;ALBACETE;676;7.2;0;1.4;7:10;12.9;15:30;30;2.8;13.1;11:00;9.5;939.9;24;934.3;0
23/02/2015;8178D;ALBACETE;ALBACETE;676;9.1;1.8;4.7;23:20;13.5;15:07;99;4.2;14.2;Varias;5.1;941.3;24;937.4;19
24/02/2015;8178D;ALBACETE;ALBACETE;676;7;0;2.8;7:00;11.2;14:04;29;3.1;13.9;11:45;9.6;948.5;24;941.3;0
25/02/2015;8178D;ALBACETE;ALBACETE;676;7.2;0;2.1;6:10;12.4;14:10;29;2.5;12.5;13:10;1.2;950;9;946.3;22
26/02/2015;8178D;ALBACETE;ALBACETE;676;11.4;0;6.5;7:00;16.2;16:40;30;3.6;14.2;1:20;6.3;946.8;10;942.6;16
27/02/2015;8178D;ALBACETE;ALBACETE;676;10.7;0;5.9;23:10;15.5;15:40;31;3.3;14.2;14:50;8.4;944.7;24;941.8;15
28/02/2015;8178D;ALBACETE;ALBACETE;676;10.2;0;3.1;7:05;17.2;16:10;29;1.9;11.1;11:40;;946;24;943.3;16
01/03/2015;8178D;ALBACETE;ALBACETE;676;12.4;0;5.3;7:20;19.5;15:04;29;1.7;9.2;14:00;;947.9;Varias;945.3;4
02/03/2015;8178D;ALBACETE;ALBACETE;676;14;0;6.3;7:00;21.7;Varias;29;1.1;11.1;14:50;9;948.3;9;946;15
03/03/2015;8178D;ALBACETE;ALBACETE;676;17.1;0;9.1;6:40;25.1;14:20;99;0.6;6.1;Varias;7.5;948.7;0;944.7;17
04/03/2015;8178D;ALBACETE;ALBACETE;676;11.9;0;4.4;23:59;19.4;14:11;30;2.2;11.7;14:42;9.2;953.9;24;947.2;5
05/03/2015;8178D;ALBACETE;ALBACETE;676;7.4;0;-0.1;7:10;14.9;15:39;32;0.6;5.3;3:00;10.2;954.2;9;949.8;18
06/03/2015;8178D;ALBACETE;ALBACETE;676;9;0;-1.1;6:19;19;15:25;1;0.6;4.7;21:50;10.2;952.9;10;950.1;4
07/03/2015;8178D;ALBACETE;ALBACETE;676;12;0;0;7:00;24;16:28;4;0.3;4.7;0:20;10.2;952.7;0;947.2;24
08/03/2015;8178D;ALBACETE;ALBACETE;676;10.7;0;0.9;6:50;20.5;15:50;36;0.3;6.4;18:43;9.2;947.2;0;944.2;17
09/03/2015;8178D;ALBACETE;ALBACETE;676;13;0;5.1;7:00;20.8;14:40;4;0.3;4.4;0:00;7.3;947.3;10;945.1;15
10/03/2015;8178D;ALBACETE;ALBACETE;676;12.8;0;2.2;7:00;23.3;16:00;19;0.6;4.7;19:29;10.5;948.5;11;946.3;18
11/03/2015;8178D;ALBACETE;ALBACETE;676;15.2;0;6.6;6:50;23.7;15:46;29;1.7;9.2;12:35;10.5;948.8;11;945.7;19
12/03/2015;8178D;ALBACETE;ALBACETE;676;14.4;0;5.5;6:41;23.2;13:45;29;1.1;9.2;14:58;10.5;946.3;0;941.6;17
13/03/2015;8178D;ALBACETE;ALBACETE;676;11.4;0;3.1;7:30;19.7;15:08;19;0.8;5.8;22:20;10.4;944.4;9;941.7;16
14/03/2015;8178D;ALBACETE;ALBACETE;676;10;0;3.6;7:00;16.3;15:30;33;1.1;7.8;16:17;;944.1;9;940.7;17
15/03/2015;8178D;ALBACETE;ALBACETE;676;6.2;0;-0.2;6:55;12.5;13:10;29;0.8;6.7;14:30;;942;0;937.6;16
16/03/2015;8178D;ALBACETE;ALBACETE;676;8.4;0;2.4;6:50;14.3;14:59;6;0.6;6.7;23:08;10.6;941.7;24;938.6;4
17/03/2015;8178D;ALBACETE;ALBACETE;676;9.2;5.5;5;0:50;13.3;13:01;6;1.9;8.6;11:22;5.5;941.7;0;938.6;17
18/03/2015;8178D;ALBACETE;ALBACETE;676;6.4;12.8;4.9;5:46;7.9;Varias;1;1.1;6.7;22:30;0;940.9;0;937.5;24
19/03/2015;8178D;ALBACETE;ALBACETE;676;8.6;0;6.6;Varias;10.7;12:53;5;4.4;19.7;17:44;0;937.5;0;934;16
20/03/2015;8178D;ALBACETE;ALBACETE;676;9.3;1.2;7.7;2:00;10.9;14:10;6;4.2;15.8;10:10;0.7;935.1;0;929.8;19
21/03/2015;8178D;ALBACETE;ALBACETE;676;10.2;7.7;7.8;22:20;12.7;14:55;23;0.6;5.8;21:10;1.1;930.8;24;929;Varias
22/03/2015;8178D;ALBACETE;ALBACETE;676;10.7;5.9;6.8;6:22;14.6;14:04;4;1.1;8.1;17:30;2.1;933;22;930.7;16
23/03/2015;8178D;ALBACETE;ALBACETE;676;11.6;10.5;7.7;2:30;15.6;14:45;25;0.8;8.1;11:40;3.4;932.8;0;926.7;24
24/03/2015;8178D;ALBACETE;ALBACETE;676;8.8;13;5.8;23:50;11.7;13:00;1;1.9;8.1;22:34;0.9;929;24;924.7;5
25/03/2015;8178D;ALBACETE;ALBACETE;676;6.4;0;2;23:59;10.9;15:33;34;2.5;11.4;13:56;8.5;936.2;24;928.2;6
26/03/2015;8178D;ALBACETE;ALBACETE;676;7.1;0;0.9;6:28;13.3;14:01;30;3.6;13.3;16:30;6.8;943;24;936.2;0
27/03/2015;8178D;ALBACETE;ALBACETE;676;14.6;0;8.4;6:30;20.9;15:44;30;2.8;12.2;12:08;11.1;949.6;24;943;0
28/03/2015;8178D;ALBACETE;ALBACETE;676;17;0;9;6:10;24.9;15:01;29;2.8;10.3;16:40;;950.2;9;946.4;16
29/03/2015;8178D;ALBACETE;ALBACETE;676;15.6;0;7.7;6:31;23.4;15:50;30;1.9;9.7;12:10;;949.1;24;946.2;16
30/03/2015;8178D;ALBACETE;ALBACETE;676;16.9;0;9.3;6:20;24.5;Varias;27;2.2;10.3;14:40;10.8;950.2;10;947.7;16
31/03/2015;8178D;ALBACETE;ALBACETE;676;18.6;0;9.7;6:14;27.5;15:23;31;1.7;7.8;14:30;11.6;950;10;946.3;16
01/04/2015;8178D;ALBACETE;ALBACETE;676;15.8;0;7.2;6:28;24.4;16:23;28;1.1;5.6;16:41;11.3;949.6;10;945.8;17
02/04/2015;8178D;ALBACETE;ALBACETE;676;14.2;0;5.6;5:46;22.8;16:00;5;0.6;5.8;9:10;;948.4;0;944.4;18
03/04/2015;8178D;ALBACETE;ALBACETE;676;15.9;0;6.9;6:40;24.9;Varias;25;0.6;6.1;20:50;;944.8;0;937.8;24
04/04/2015;8178D;ALBACETE;ALBACETE;676;16.1;0;10.2;Varias;22;15:20;23;0.8;6.1;20:30;;937.8;0;934.6;18
05/04/2015;8178D;ALBACETE;ALBACETE;676;15.1;0;6.3;7:39;23.9;15:30;6;1.4;7.2;19:39;;937.6;24;932.6;17
06/04/2015;8178D;ALBACETE;ALBACETE;676;10.4;0;6.8;23:30;13.9;12:42;99;1.4;7.8;Varias;0.5;944.1;24;937.6;0
07/04/2015;8178D;ALBACETE;ALBACETE;676;10.3;0;6.5;4:12;14.1;13:36;5;2.5;10.3;12:33;5.8;949.6;22;943.7;2
08/04/2015;8178D;ALBACETE;ALBACETE;676;10.8;0.8;5.2;5:51;16.5;15:13;4;2.5;12.5;12:37;10.1;949.4;8;946.3;16
09/04/2015;8178D;ALBACETE;ALBACETE;676;8.4;2.4;5.7;4:56;11.1;Varias;3;1.1;7.8;12:16;0.3;948.3;10;946.1;16
10/04/2015;8178D;ALBACETE;ALBACETE;676;11.3;0;3.1;6:40;19.5;14:03;99;0.8;6.9;Varias;8.6;947.2;0;943.1;16
11/04/2015;8178D;ALBACETE;ALBACETE;676;11.4;1.4;7;4:20;15.9;13:20;5;1.1;5.3;16:00;0.4;948.4;21;944.5;1
12/04/2015;8178D;ALBACETE;ALBACETE;676;12;0;5.2;5:50;18.8;13:20;2;1.4;10;15:13;4.4;949.4;23;946.5;14
13/04/2015;8178D;ALBACETE;ALBACETE;676;12.9;0;6.4;4:30;19.4;14:58;1;1.9;10;12:06;5.7;950.3;11;947.6;4
14/04/2015;8178D;ALBACETE;ALBACETE;676;14;0;5.4;5:44;22.5;14:06;8;1.9;10.6;Varias;6.1;949.8;0;943.6;19
15/04/2015;8178D;ALBACETE;ALBACETE;676;13.4;4.6;8.1;2:20;18.7;14:31;6;1.1;10.6;11:19;2;944;0;938;18
16/04/2015;8178D;ALBACETE;ALBACETE;676;13.4;0.1;9.5;4:40;17.2;14:33;29;2.5;11.7;15:37;7.2;941.8;24;939.9;15
17/04/2015;8178D;ALBACETE;ALBACETE;676;15.1;0;8.6;6:17;21.6;15:20;29;1.1;5;12:10;11.8;942.8;8;939.5;18
18/04/2015;8178D;ALBACETE;ALBACETE;676;16.8;0;11;23:59;22.6;14:26;28;1.9;10.6;17:06;;940.3;0;935.2;18
19/04/2015;8178D;ALBACETE;ALBACETE;676;13.9;0;7.8;5:50;20;16:30;29;1.7;8.1;16:10;;941.5;24;937.8;16
20/04/2015;8178D;ALBACETE;ALBACETE;676;13.9;0;5.1;5:42;22.7;14:06;3;0.3;6.9;20:14;12.8;945.3;24;941.5;0
21/04/2015;8178D;ALBACETE;ALBACETE;676;13.6;1.7;6.7;6:00;20.4;13:41;7;2.2;10.6;15:13;9.9;945.6;22;943.5;15
22/04/2015;8178D;ALBACETE;ALBACETE;676;16;0;9;6:10;23.1;15:39;36;0.8;8.3;6:00;9.8;945;0;941.9;17
23/04/2015;8178D;ALBACETE;ALBACETE;676;17;0;8.6;5:50;25.4;16:39;30;0.3;4.7;12:32;12.2;943.3;0;939.5;18
24/04/2015;8178D;ALBACETE;ALBACETE;676;17.6;0;9.4;5:30;25.9;Varias;19;0.8;6.4;16:50;7.5;940.9;7;937.2;15
25/04/2015;8178D;ALBACETE;ALBACETE;676;16.4;0;11.7;5:50;21.2;14:48;29;1.4;8.1;8:50;6.1;940.8;9;937.5;Varias
26/04/2015;8178D;ALBACETE;ALBACETE;676;14.6;0.7;9.3;Varias;19.9;12:10;26;2.2;16.7;14:51;3.9;937.5;0;931.6;14
27/04/2015;8178D;ALBACETE;ALBACETE;676;12.8;0;8.9;23:59;16.6;Varias;30;3.9;15.8;7:57;4.5;940.3;24;933.2;1
28/04/2015;8178D;ALBACETE;ALBACETE;676;14.8;0;7.8;3:09;21.9;17:01;28;0.8;6.7;12:28;11.5;943.1;11;940.2;3
29/04/2015;8178D;ALBACETE;ALBACETE;676;17.4;0;11.6;4:50;23.1;16:27;28;2.2;10;13:14;11.7;943.9;24;940.8;4
30/04/2015;8178D;ALBACETE;ALBACETE;676;17.6;0;10;5:08;25.2;16:20;23;1.1;7.2;13:10;12.6;944.6;10;941.7;18
01/05/2015;8178D;ALBACETE;ALBACETE;676;19.9;0;13.1;3:00;26.7;13:50;30;2.2;11.7;14:47;;943;0;939.7;16
02/05/2015;8178D;ALBACETE;ALBACETE;676;22.9;0;14;5:50;31.8;15:54;28;0.8;7.5;16:20;;941.6;0;935.7;18
03/05/2015;8178D;ALBACETE;ALBACETE;676;21.8;0;14.6;4:50;28.9;14:50;99;1.4;6.9;Varias;;937.8;11;935.7;18
04/05/2015;8178D;ALBACETE;ALBACETE;676;24.6;0;18.2;3:10;31.1;15:41;29;1.1;11.4;20:19;3.9;935.9;0;931.7;16
05/05/2015;8178D;ALBACETE;ALBACETE;676;18.2;0;12.9;23:59;23.4;16:39;28;1.9;9.7;17:28;6.3;939.9;24;935.6;1
06/05/2015;8178D;ALBACETE;ALBACETE;676;17.6;0;9.7;5:10;25.5;16:15;27;1.1;7.2;10:40;13.4;942.7;23;939.9;0
07/05/2015;8178D;ALBACETE;ALBACETE;676;19.2;0;9.7;5:10;28.6;14:08;5;1.7;9.7;15:16;12.8;942.5;7;938.5;18
08/05/2015;8178D;ALBACETE;ALBACETE;676;19.4;0;14.1;4:30;24.7;15:19;28;3.3;11.7;14:40;13.6;946.8;23;940.6;1
09/05/2015;8178D;ALBACETE;ALBACETE;676;20.7;0;11.3;4:47;30.1;15:26;17;0.8;7.8;19:30;12.5;948;9;945.7;Varias
10/05/2015;8178D;ALBACETE;ALBACETE;676;21.2;0;13.6;5:40;28.9;15:20;12;1.4;8.6;13:00;12.3;947.7;8;944.6;Varias
11/05/2015;8178D;ALBACETE;ALBACETE;676;21;0;11.4;5:40;30.5;Varias;21;0.8;8.1;14:41;13.5;946.5;9;944.2;18
12/05/2015;8178D;ALBACETE;ALBACETE;676;25.2;0;15;3:20;35.3;15:23;23;1.1;8.1;13:31;13;947.5;23;945.2;18
13/05/2015;8178D;ALBACETE;ALBACETE;676;26.3;0;14.7;5:22;37.9;14:12;23;1.1;8.1;16:38;10.6;948.2;8;944.5;18
14/05/2015;8178D;ALBACETE;ALBACETE;676;28;0;19.5;23:59;36.4;Varias;28;3.1;26.4;13:10;11.1;944.6;0;936.6;17
15/05/2015;8178D;ALBACETE;ALBACETE;676;18.9;0;12.3;5:52;25.5;16:20;99;2.8;10;Varias;13.8;946.7;23;938.7;0
16/05/2015;8178D;ALBACETE;ALBACETE;676;17.9;0;7.5;5:30;28.3;15:40;2;1.1;7.2;22:30;;947.3;8;945.5;18
17/05/2015;8178D;ALBACETE;ALBACETE;676;19.2;0;9.5;5:30;29;15:54;9;0.8;7.5;11:20;;947.1;0;941.4;18
18/05/2015;8178D;ALBACETE;ALBACETE;676;20.5;0;11.4;5:30;29.6;15:47;20;0.6;8.3;12:21;12.3;942.5;0;934.5;24
19/05/2015;8178D;ALBACETE;ALBACETE;676;19.6;7.3;11.4;23:59;27.8;13:43;2;1.1;10.3;19:10;5.1;939.2;24;930.5;14
20/05/2015;8178D;ALBACETE;ALBACETE;676;15.3;0;8.2;6:06;22.4;16:19;99;1.4;6.4;Varias;13.6;944.5;24;939.2;0
21/05/2015;8178D;ALBACETE;ALBACETE;676;15.2;0;8.2;Varias;22.1;14:58;6;0.8;7.8;21:06;13.9;946.5;10;944.3;18
22/05/2015;8178D;ALBACETE;ALBACETE;676;16.6;0;10.1;Varias;23;14:58;7;1.1;8.9;17:30;9.2;945.8;0;940.6;17
23/05/2015;8178D;ALBACETE;ALBACETE;676;16.7;0;8.8;5:04;24.6;16:28;2;1.1;8.1;19:02;13.1;942.3;0;937.9;18
24/05/2015;8178D;ALBACETE;ALBACETE;676;16.1;0;9.5;5:19;22.7;13:40;99;1.4;7.8;Varias;7.3;940.6;24;938.6;Varias
25/05/2015;8178D;ALBACETE;ALBACETE;676;17.8;0;10.8;6:10;24.8;13:41;11;0.8;8.1;12:15;9.7;941.6;10;939.6;Varias
26/05/2015;8178D;ALBACETE;ALBACETE;676;20.2;0;11.8;4:35;28.7;17:15;7;0.8;8.1;21:15;14;941.2;9;938.4;18
27/05/2015;8178D;ALBACETE;ALBACETE;676;20.2;0;11.3;4:56;29;16:03;22;0.8;6.7;18:30;14;942.6;24;939.7;17
28/05/2015;8178D;ALBACETE;ALBACETE;676;20.2;0;12.8;5:28;27.6;16:08;5;1.1;8.6;10:32;14;943.2;8;939.3;17
29/05/2015;8178D;ALBACETE;ALBACETE;676;22.2;3.2;14.8;1:50;29.5;16:43;20;1.1;8.1;18:10;11.1;940.7;23;935.9;16
30/05/2015;8178D;ALBACETE;ALBACETE;676;21;1.2;14.8;4:00;27.1;12:40;19;0.6;10.8;18:50;;941.7;22;939.5;Varias
31/05/2015;8178D;ALBACETE;ALBACETE;676;20.4;0.5;11.9;5:09;28.8;13:10;30;1.1;15.3;13:27;;941.6;22;939.7;15
01/06/2015;8178D;ALBACETE;ALBACETE;676;22.4;0;15.4;5:20;29.3;13:16;11;1.7;11.1;17:19;10.4;942.7;22;940.3;Varias
02/06/2015;8178D;ALBACETE;ALBACETE;676;22.7;0;15.1;5:55;30.3;15:40;6;1.1;7.5;15:39;11.3;944.7;24;942.1;4
03/06/2015;8178D;ALBACETE;ALBACETE;676;23.9;0;16.7;5:10;31.1;15:06;10;1.7;8.6;12:40;12.4;946.4;23;943.4;16
04/06/2015;8178D;ALBACETE;ALBACETE;676;21.8;0;13.2;5:39;30.3;15:50;10;1.7;9.2;13:17;14.1;946.2;8;942.7;18
05/06/2015;8178D;ALBACETE;ALBACETE;676;21;0;11.6;4:57;30.4;15:30;24;1.4;7.2;13:40;13.9;944.4;Varias;941.6;17
06/06/2015;8178D;ALBACETE;ALBACETE;676;22.3;0;13;5:30;31.6;15:17;21;1.1;9.2;18:12;14;946;23;943;18
07/06/2015;8178D;ALBACETE;ALBACETE;676;21.9;0;12.5;5:06;31.3;16:00;11;0.8;7.5;18:50;14;945.9;8;942.6;18
08/06/2015;8178D;ALBACETE;ALBACETE;676;22;0;12.6;5:40;31.5;15:14;5;0;7.5;12:05;13.9;944.6;0;939.4;18
09/06/2015;8178D;ALBACETE;ALBACETE;676;23.5;3.3;14.8;5:20;32.2;14:30;23;0.6;7.8;17:50;11;940.8;0;936.2;17
10/06/2015;8178D;ALBACETE;ALBACETE;676;23.2;1.7;16.6;0:00;29.8;16:50;11;1.1;7.2;23:30;7.7;939.4;0;935.3;17
11/06/2015;8178D;ALBACETE;ALBACETE;676;19.6;31.5;13.4;20:00;25.9;12:45;27;0.3;9.7;13:18;5;938.4;1;933.8;15
12/06/2015;8178D;ALBACETE;ALBACETE;676;18.7;0;12.7;5:06;24.7;15:09;27;1.1;7.8;14:30;10.8;937.3;9;934.8;18
13/06/2015;8178D;ALBACETE;ALBACETE;676;19.2;0;14.7;5:40;23.6;13:50;29;2.8;11.7;14:43;;937;24;934.5;17
14/06/2015;8178D;ALBACETE;ALBACETE;676;17.1;0.1;12.3;4:19;21.9;14:10;32;1.7;7.2;15:50;;938.9;24;936.8;18
15/06/2015;8178D;ALBACETE;ALBACETE;676;17;0.5;12.8;2:20;21.3;11:56;27;1.4;7.5;12:30;2.7;942.7;24;938.7;3
16/06/2015;8178D;ALBACETE;ALBACETE;676;17.7;0;10.9;4:56;24.5;15:40;30;1.4;6.9;13:35;11.1;945.3;24;942.6;2
17/06/2015;8178D;ALBACETE;ALBACETE;676;20.2;0;12.2;5:09;28.2;17:22;2;0.6;9.4;19:38;14.2;945.3;0;941.7;18
18/06/2015;8178D;ALBACETE;ALBACETE;676;21.4;0;13.5;5:04;29.4;15:59;2;0.8;6.9;20:20;14.3;945.2;8;941.8;19
19/06/2015;8178D;ALBACETE;ALBACETE;676;24.2;0;15.7;5:10;32.7;16:51;1;0.6;7.2;21:20;14.1;942.5;Varias;939.4;18
20/06/2015;8178D;ALBACETE;ALBACETE;676;25;0;16.1;4:54;33.9;15:52;2;0.6;8.6;19:40;;942.6;24;940.1;17
21/06/2015;8178D;ALBACETE;ALBACETE;676;25.6;0;17.8;5:10;33.5;14:20;23;1.4;8.9;18:57;;943;7;940.6;18
22/06/2015;8178D;ALBACETE;ALBACETE;676;26.2;0.5;19.1;5:20;33.3;14:47;21;1.1;11.1;18:54;10.8;942.3;8;937.2;19
23/06/2015;8178D;ALBACETE;ALBACETE;676;23.6;0;17.2;23:59;30;12:30;2;2.2;10;17:12;9.7;940;24;936.4;15
24/06/2015;8178D;ALBACETE;ALBACETE;676;22.6;17.9;14.5;4:35;30.7;15:09;10;0.8;9.7;18:30;9.7;947.3;24;939.9;3
25/06/2015;8178D;ALBACETE;ALBACETE;676;23.6;0;15.7;5:00;31.4;17:23;18;0.6;7.2;20:15;13.9;945.7;23;943.9;17
26/06/2015;8178D;ALBACETE;ALBACETE;676;26.1;0;17.3;6:16;34.9;16:30;20;0.3;7.8;20:34;14.1;946.4;9;943.5;18
27/06/2015;8178D;ALBACETE;ALBACETE;676;28.6;0;20.7;5:30;36.5;16:30;4;0.6;7.2;23:40;13.9;944.8;8;942.4;18
